id,sex1,sex2,job1,job2,job3,job4
870,0,1,0,1,0,0
881,0,1,0,0,1,0
888,0,1,0,0,1,0
890,0,1,0,0,1,0
891,1,0,0,0,1,0
897,0,1,0,1,0,0
906,0,1,0,0,0,1
914,0,1,0,0,1,0
916,0,1,0,0,0,1
922,0,1,0,0,0,1
931,0,1,0,1,0,0
932,0,1,0,0,0,1
937,0,1,1,0,0,0
940,0,1,0,0,0,1
942,0,1,0,0,1,0
943,0,1,0,0,0,1
949,0,1,0,1,0,0
950,1,0,0,0,1,0
953,0,1,0,0,0,1
958,1,0,0,0,1,0
969,0,1,0,1,0,0
970,0,1,0,0,1,0
983,0,1,0,0,1,0
990,1,0,0,0,0,1
994,0,1,0,0,0,1
995,0,1,0,0,1,0
1010,0,1,0,0,0,1
1011,0,1,0,0,0,1
1014,0,1,0,0,1,0
1031,1,0,0,1,0,0
1036,1,0,0,0,0,1
1038,0,1,0,0,1,0
1045,0,1,0,1,0,0
1049,0,1,1,0,0,0
1051,0,1,0,0,0,1
1053,0,1,0,0,1,0
1059,0,1,0,1,0,0
1070,0,1,0,0,1,0
1071,1,0,0,1,0,0
1074,0,1,0,0,0,1
1084,1,0,0,0,0,1
1088,0,1,0,0,0,1
1090,0,1,0,0,0,1
1095,0,1,0,0,1,0
1097,1,0,0,0,1,0
1098,0,1,0,1,0,0
1099,0,1,0,0,1,0
1107,0,1,0,0,1,0
1113,1,0,0,0,0,1
1117,1,0,0,0,1,0
1123,1,0,0,0,0,1
1125,0,1,0,0,1,0
1133,0,1,0,1,0,0
1138,0,1,0,0,1,0
1143,1,0,0,1,0,0
1153,0,1,0,0,1,0
1155,0,1,0,0,0,1
1160,0,1,0,0,1,0
1164,0,1,0,0,0,1
1167,0,1,0,0,0,1
1170,0,1,0,0,1,0
1172,0,1,0,0,0,1
1173,0,1,0,1,0,0
1180,0,1,0,0,1,0
1181,0,1,0,1,0,0
1185,0,1,1,0,0,0
1186,0,1,0,0,0,1
1188,0,1,0,0,1,0
1192,0,1,0,0,0,1
1199,0,1,0,0,0,1
1204,0,1,0,0,0,1
1206,0,1,0,0,1,0
1212,0,1,0,0,0,1
1214,0,1,0,0,0,1
1221,0,1,0,0,0,1
1230,0,1,0,0,0,1
1231,0,1,0,1,0,0
1232,0,1,0,0,0,1
1235,0,1,0,1,0,0
1239,0,1,0,0,1,0
1240,1,0,0,0,1,0
1246,0,1,0,0,1,0
1248,0,1,0,1,0,0
1260,0,1,0,0,0,1
1261,1,0,0,0,0,1
1264,0,1,0,1,0,0
1266,0,1,0,0,0,1
1275,0,1,0,1,0,0
1277,1,0,0,1,0,0
1286,0,1,0,0,1,0
1289,0,1,0,0,1,0
1298,0,1,0,0,0,1
1300,0,1,0,0,1,0
1304,0,1,0,0,1,0
1308,0,1,1,0,0,0
1309,0,1,0,0,0,1
1310,0,1,0,1,0,0
1318,0,1,0,0,1,0
1325,0,1,0,0,1,0
1329,0,1,0,0,1,0
1332,0,1,0,0,0,1
1334,0,1,0,1,0,0
1335,0,1,0,0,1,0
1349,0,1,0,0,1,0
1361,0,1,0,0,1,0
1362,0,1,0,0,1,0
1366,0,1,0,1,0,0
1367,0,1,0,0,0,1
1370,0,1,0,0,1,0
1375,0,1,0,0,1,0
1378,0,1,0,0,1,0
1381,0,1,0,0,0,1
1382,0,1,0,1,0,0
1383,0,1,0,0,1,0
1392,0,1,0,1,0,0
1398,0,1,0,1,0,0
1402,0,1,0,1,0,0
1403,0,1,0,0,1,0
1408,0,1,0,0,1,0
1411,0,1,0,1,0,0
1419,0,1,0,0,1,0
1423,0,1,0,0,1,0
1427,0,1,0,0,1,0
1436,0,1,0,1,0,0
1439,0,1,0,1,0,0
1443,1,0,0,0,1,0
1444,0,1,1,0,0,0
1446,0,1,0,0,1,0
1449,0,1,0,0,1,0
1451,0,1,0,0,0,1
1455,0,1,0,0,0,1
1480,0,1,0,0,1,0
1483,0,1,0,0,1,0
1485,0,1,0,0,1,0
1488,0,1,0,1,0,0
1490,0,1,0,1,0,0
1494,0,1,0,1,0,0
1503,1,0,0,1,0,0
1504,0,1,0,0,0,1
1513,0,1,0,0,0,1
1514,0,1,0,0,1,0
1515,0,1,0,0,1,0
1516,1,0,0,0,0,1
1524,0,1,0,0,0,1
1537,1,0,0,0,0,1
1538,0,1,0,0,0,1
1540,0,1,0,0,0,1
1544,0,1,0,0,0,1
1547,0,1,0,0,1,0
1548,0,1,0,0,1,0
1552,0,1,0,0,0,1
1561,0,1,0,1,0,0
1564,0,1,0,0,1,0
1567,0,1,0,0,1,0
1568,0,1,0,0,0,1
1572,0,1,0,0,1,0
1575,0,1,0,0,0,1
1577,0,1,0,0,0,1
1582,0,1,0,0,0,1
1590,0,1,0,0,0,1
1591,0,1,0,0,1,0
1595,0,1,0,0,1,0
1609,0,1,0,1,0,0
1610,0,1,0,0,0,1
1615,1,0,0,0,0,1
1623,0,1,0,0,1,0
1627,1,0,0,0,0,1
1635,0,1,0,0,1,0
1641,0,1,0,0,0,1
1646,0,1,0,1,0,0
1649,0,1,0,0,1,0
1655,0,1,0,0,0,1
1656,0,1,0,0,0,1
1660,0,1,0,0,0,1
1663,0,1,0,0,1,0
1664,0,1,0,0,1,0
1666,0,1,0,0,1,0
1673,0,1,0,1,0,0
1693,0,1,0,1,0,0
1696,0,1,0,1,0,0
1707,0,1,0,0,1,0
1709,0,1,0,0,0,1
1712,0,1,0,0,0,1
1713,0,1,0,0,0,1
1717,0,1,0,0,1,0
1721,0,1,0,0,1,0
1726,0,1,0,0,0,1
1740,0,1,0,0,0,1
1746,0,1,0,1,0,0
1752,0,1,0,0,0,1
1761,0,1,0,0,0,1
1762,0,1,0,1,0,0
1769,0,1,0,0,0,1
1770,0,1,0,1,0,0
1776,0,1,0,1,0,0
1779,0,1,0,0,0,1
1780,0,1,0,0,1,0
1785,0,1,0,0,1,0
1786,0,1,0,0,1,0
1787,1,0,0,1,0,0
1794,0,1,0,0,0,1
1796,1,0,0,0,0,1
1801,1,0,0,0,0,1
1802,1,0,0,0,1,0
1804,0,1,0,0,0,1
1806,0,1,0,0,1,0
1808,0,1,0,1,0,0
1812,0,1,0,0,1,0
1822,0,1,0,0,0,1
1833,0,1,0,0,1,0
1835,0,1,0,1,0,0
1838,0,1,0,0,0,1
1839,0,1,0,0,0,1
1841,0,1,0,0,0,1
1846,0,1,0,1,0,0
1853,0,1,0,0,0,1
1856,0,1,0,0,1,0
1862,0,1,0,0,1,0
1863,0,1,1,0,0,0
1872,0,1,0,0,0,1
1873,0,1,0,0,1,0
1879,0,1,0,0,1,0
1881,0,1,0,0,1,0
1887,0,1,0,0,1,0
1890,0,1,0,0,0,1
1895,0,1,0,1,0,0
1896,0,1,0,0,1,0
1898,0,1,0,0,1,0
1903,0,1,0,0,1,0
1907,1,0,0,0,0,1
1908,1,0,0,1,0,0
1910,0,1,0,0,0,1
1921,0,1,0,0,1,0
1927,1,0,0,0,0,1
1928,0,1,0,0,1,0
1930,0,1,0,0,1,0
1934,0,1,0,1,0,0
1940,0,1,0,0,0,1
1942,0,1,0,0,0,1
1943,0,1,0,0,0,1
1947,0,1,0,0,1,0
1951,0,1,0,0,1,0
1954,0,1,0,0,1,0
1957,0,1,0,0,1,0
1960,0,1,0,1,0,0
1961,1,0,0,0,0,1
1969,0,1,0,0,1,0
1977,1,0,0,1,0,0
1990,0,1,0,0,1,0
1991,0,1,0,0,0,1
2002,0,1,0,1,0,0
2003,0,1,0,0,1,0
2004,0,1,0,0,0,1
2006,0,1,0,0,1,0
2011,0,1,0,0,0,1
2017,0,1,0,1,0,0
2018,0,1,0,1,0,0
2022,0,1,0,0,1,0
2024,0,1,0,0,0,1
2027,0,1,0,1,0,0
2029,1,0,0,0,0,1
2031,0,1,0,1,0,0
2032,0,1,0,0,0,1
2037,0,1,0,0,0,1
2039,1,0,0,0,1,0
2043,0,1,0,1,0,0
2045,0,1,0,1,0,0
2048,1,0,0,0,0,1
2049,0,1,0,0,1,0
2052,0,1,0,0,1,0
2057,0,1,0,0,0,1
2058,0,1,0,0,1,0
2060,0,1,0,1,0,0
2064,0,1,1,0,0,0
2066,0,1,0,0,1,0
2067,0,1,0,1,0,0
2068,0,1,0,0,0,1
2069,0,1,0,0,1,0
2072,0,1,0,0,1,0
2074,0,1,0,0,1,0
2076,0,1,0,0,1,0
2077,0,1,0,1,0,0
2092,1,0,0,1,0,0
2093,0,1,0,0,1,0
2095,1,0,0,0,0,1
2098,0,1,0,0,1,0
2104,0,1,0,0,1,0
2108,0,1,0,1,0,0
2110,0,1,0,0,1,0
2113,0,1,0,0,0,1
2114,0,1,0,0,0,1
2118,0,1,0,0,1,0
2119,0,1,0,0,1,0
2132,0,1,0,0,0,1
2134,1,0,0,0,1,0
2136,0,1,0,1,0,0
2137,0,1,0,0,0,1
2144,0,1,0,0,0,1
2148,0,1,0,1,0,0
2151,0,1,0,0,1,0
2153,0,1,0,0,0,1
2155,0,1,0,0,1,0
2156,0,1,0,0,1,0
2161,0,1,0,0,0,1
2165,1,0,0,0,1,0
2167,0,1,0,1,0,0
2168,0,1,0,0,1,0
2169,0,1,0,0,1,0
2173,0,1,0,0,0,1
2174,0,1,0,0,1,0
2178,0,1,0,0,1,0
2183,1,0,0,0,1,0
2188,1,0,0,0,0,1
2189,0,1,0,0,0,1
2190,1,0,0,1,0,0
2192,0,1,0,0,1,0
2194,0,1,0,1,0,0
2196,0,1,0,0,1,0
2205,0,1,0,0,1,0
2222,0,1,0,1,0,0
2225,0,1,0,0,1,0
2245,0,1,0,0,1,0
2249,0,1,0,0,1,0
2252,0,1,0,0,0,1
2254,0,1,0,0,0,1
2268,0,1,0,0,1,0
2271,0,1,0,1,0,0
2277,0,1,0,0,1,0
2278,0,1,0,0,0,1
2289,0,1,0,0,1,0
2294,0,1,0,0,1,0
2297,0,1,0,1,0,0
2298,0,1,0,0,0,1
2299,0,1,0,0,0,1
2305,0,1,0,0,0,1
2310,0,1,0,0,1,0
2314,0,1,0,0,0,1
2318,0,1,0,1,0,0
2320,1,0,0,0,0,1
2321,0,1,0,0,1,0
2324,0,1,0,0,1,0
2325,0,1,0,1,0,0
2326,0,1,0,1,0,0
2329,0,1,0,0,1,0
2332,0,1,0,0,1,0
2334,0,1,0,0,0,1
2335,0,1,0,1,0,0
2338,0,1,0,0,1,0
2340,0,1,0,0,1,0
2343,0,1,0,0,1,0
2346,0,1,1,0,0,0
2347,0,1,0,0,1,0
2350,0,1,0,0,1,0
2355,0,1,0,0,1,0
2358,0,1,1,0,0,0
2360,0,1,0,0,1,0
2363,0,1,0,0,1,0
2369,0,1,0,1,0,0
2370,0,1,0,0,1,0
2371,0,1,0,0,1,0
2375,0,1,0,0,1,0
2389,0,1,0,0,0,1
2407,0,1,0,1,0,0
2409,0,1,0,0,1,0
2425,0,1,0,0,1,0
2426,0,1,0,0,1,0
2427,0,1,0,0,1,0
2428,0,1,0,1,0,0
2429,0,1,0,0,0,1
2430,0,1,0,0,1,0
2432,0,1,0,1,0,0
2433,0,1,0,0,1,0
2437,0,1,0,0,0,1
2439,1,0,0,1,0,0
2445,1,0,0,0,1,0
2450,1,0,0,0,0,1
2451,0,1,1,0,0,0
2458,0,1,0,1,0,0
2459,0,1,0,0,0,1
2465,0,1,0,0,0,1
2466,0,1,0,0,0,1
2469,0,1,0,0,1,0
2471,0,1,0,1,0,0
2474,1,0,0,0,1,0
2480,1,0,0,0,0,1
2482,0,1,0,1,0,0
2484,1,0,0,0,0,1
2485,1,0,1,0,0,0
2486,1,0,0,0,0,1
2488,0,1,0,0,0,1
2494,1,0,0,0,0,1
2498,1,0,0,0,1,0
2501,1,0,0,0,1,0
2502,0,1,0,1,0,0
2505,1,0,0,0,0,1
2506,1,0,0,0,0,1
2510,0,1,0,0,0,1
2511,1,0,0,1,0,0
2514,0,1,0,0,0,1
2516,1,0,0,0,0,1
2522,1,0,0,0,1,0
2524,1,0,0,0,0,1
2527,0,1,0,0,1,0
2531,0,1,0,0,0,1
2539,0,1,0,0,0,1
2542,0,1,0,0,1,0
2555,1,0,0,0,0,1
2559,0,1,0,1,0,0
2561,0,1,0,0,1,0
2562,0,1,0,0,1,0
2563,1,0,0,0,0,1
2572,0,1,0,0,1,0
2574,0,1,0,1,0,0
2576,0,1,0,0,1,0
2577,0,1,0,0,1,0
2578,0,1,0,0,1,0
2586,0,1,0,0,1,0
2587,0,1,0,0,0,1
2590,0,1,0,0,1,0
2592,1,0,0,0,0,1
2594,0,1,0,1,0,0
2595,0,1,0,0,0,1
2597,0,1,0,0,0,1
2598,0,1,0,0,0,1
2600,1,0,0,0,0,1
2604,1,0,0,0,1,0
2605,0,1,0,0,1,0
2609,0,1,0,0,1,0
2611,0,1,0,0,1,0
2614,1,0,0,1,0,0
2616,1,0,0,0,1,0
2617,1,0,0,1,0,0
2618,0,1,0,0,0,1
2621,1,0,0,0,0,1
2623,0,1,0,0,0,1
2624,0,1,0,0,0,1
2625,1,0,0,1,0,0
2627,0,1,0,0,0,1
2628,0,1,0,0,1,0
2630,0,1,0,0,1,0
2635,0,1,0,0,0,1
2637,1,0,0,0,0,1
2644,1,0,0,1,0,0
2645,1,0,0,0,0,1
2649,0,1,0,0,0,1
2654,1,0,0,0,0,1
2656,0,1,0,0,0,1
2659,0,1,0,0,0,1
2660,1,0,0,1,0,0
2662,0,1,0,0,1,0
2664,0,1,0,1,0,0
2665,0,1,0,0,0,1
2666,0,1,0,0,0,1
2670,1,0,0,0,0,1
2676,0,1,0,0,1,0
2680,0,1,0,0,0,1
2681,1,0,0,1,0,0
2682,0,1,0,0,1,0
2683,1,0,0,0,0,1
2685,1,0,0,0,0,1
2687,0,1,1,0,0,0
2689,0,1,0,0,0,1
2691,0,1,0,0,1,0
2693,1,0,0,1,0,0
2696,1,0,0,0,1,0
2698,1,0,0,1,0,0
2699,0,1,0,1,0,0
2703,1,0,0,0,0,1
2705,0,1,0,0,0,1
2707,1,0,0,0,0,1
2710,0,1,0,0,0,1
2716,0,1,0,0,0,1
2719,0,1,0,0,0,1
2722,1,0,0,0,0,1
2724,1,0,0,0,1,0
2727,0,1,0,0,0,1
2730,0,1,0,0,0,1
2731,0,1,0,0,1,0
2735,0,1,0,0,0,1
2736,0,1,0,0,0,1
2737,0,1,0,0,0,1
2740,1,0,0,0,0,1
2755,0,1,0,0,1,0
2756,1,0,0,0,0,1
2759,1,0,0,1,0,0
2762,0,1,0,0,0,1
2767,0,1,0,1,0,0
2768,1,0,0,0,1,0
2769,0,1,0,0,0,1
2770,0,1,0,1,0,0
2772,1,0,0,0,1,0
2778,1,0,0,0,0,1
2779,0,1,0,0,1,0
2782,0,1,0,0,1,0
2783,0,1,0,0,1,0
2789,0,1,0,0,0,1
2793,1,0,0,0,1,0
2795,0,1,0,0,1,0
2796,0,1,0,0,0,1
2798,0,1,0,0,1,0
2801,0,1,0,0,1,0
2802,1,0,0,0,0,1
2803,1,0,0,0,0,1
2804,1,0,0,0,0,1
2805,1,0,0,1,0,0
2808,1,0,0,0,1,0
2813,0,1,0,0,1,0
2817,1,0,0,0,1,0
2818,0,1,0,0,0,1
2819,1,0,0,1,0,0
2828,1,0,0,0,1,0
2830,1,0,0,1,0,0
2832,1,0,0,0,1,0
2836,0,1,0,0,0,1
2837,0,1,0,0,0,1
2842,0,1,0,0,1,0
2844,1,0,0,0,1,0
2845,0,1,0,0,0,1
2846,1,0,0,0,0,1
2847,1,0,0,0,1,0
2849,0,1,0,0,1,0
2851,0,1,0,0,1,0
2852,0,1,0,0,0,1
2857,1,0,0,0,1,0
2864,1,0,0,0,1,0
2865,1,0,0,0,0,1
2868,0,1,0,0,1,0
2873,0,1,0,0,1,0
2874,1,0,0,0,0,1
2875,0,1,0,0,1,0
2876,0,1,0,0,0,1
2877,0,1,0,0,0,1
2878,1,0,0,0,1,0
2879,1,0,0,1,0,0
2881,1,0,0,0,0,1
2883,1,0,0,0,0,1
2884,1,0,0,1,0,0
2885,1,0,0,0,0,1
2888,1,0,0,0,1,0
2889,1,0,0,0,1,0
2890,1,0,0,0,1,0
2891,1,0,0,1,0,0
2893,1,0,0,0,1,0
2894,0,1,0,0,0,1
2895,1,0,0,0,1,0
2898,0,1,0,0,1,0
2899,0,1,0,0,1,0
2902,0,1,0,0,0,1
2903,1,0,0,0,1,0
2904,1,0,0,1,0,0
2907,1,0,0,1,0,0
2908,1,0,0,0,1,0
2909,1,0,0,0,1,0
2912,1,0,0,0,0,1
2914,1,0,0,0,0,1
2915,0,1,0,1,0,0
2919,0,1,0,0,1,0
2922,0,1,0,0,0,1
2924,1,0,0,0,0,1
2928,0,1,0,0,0,1
2936,1,0,0,0,0,1
2937,1,0,0,0,0,1
2938,1,0,0,1,0,0
2940,1,0,0,1,0,0
2942,0,1,0,0,0,1
2946,0,1,0,0,1,0
2950,1,0,0,0,0,1
2953,0,1,0,0,0,1
2959,0,1,0,0,1,0
2960,1,0,0,0,0,1
2964,1,0,0,0,0,1
2968,0,1,0,0,0,1
2970,1,0,0,0,1,0
2973,1,0,0,0,1,0
2976,0,1,0,0,0,1
2983,0,1,0,0,0,1
2984,1,0,0,0,0,1
2988,1,0,0,0,0,1
2989,1,0,0,1,0,0
2990,1,0,0,0,1,0
2992,1,0,0,0,0,1
2993,0,1,0,0,1,0
2995,1,0,0,0,1,0
2997,0,1,0,1,0,0
3001,1,0,0,0,1,0
3003,0,1,0,1,0,0
3007,0,1,0,0,0,1
3011,1,0,0,0,1,0
3012,0,1,0,0,0,1
3014,1,0,0,0,0,1
3015,0,1,0,0,1,0
3016,1,0,0,0,1,0
3019,0,1,0,0,1,0
3020,0,1,0,0,1,0
3028,1,0,0,0,1,0
3029,1,0,0,0,0,1
3031,1,0,0,0,1,0
3034,1,0,0,0,0,1
3036,0,1,0,0,1,0
3038,0,1,0,0,0,1
3040,1,0,0,0,1,0
3041,1,0,0,0,1,0
3042,1,0,0,0,1,0
3044,0,1,0,0,1,0
3048,0,1,0,0,1,0
3049,1,0,0,0,1,0
3050,0,1,0,0,1,0
3052,0,1,0,0,1,0
3055,0,1,0,1,0,0
3062,1,0,0,0,1,0
3063,1,0,0,0,0,1
3067,0,1,0,0,0,1
3068,0,1,0,0,1,0
3070,0,1,0,0,1,0
3071,0,1,0,0,0,1
3074,0,1,0,0,0,1
3081,0,1,0,0,1,0
3085,1,0,0,0,1,0
3087,0,1,0,0,1,0
3090,0,1,0,0,0,1
3091,0,1,0,0,0,1
3092,0,1,0,0,1,0
3094,0,1,0,0,0,1
3096,1,0,0,0,1,0
3097,1,0,0,0,1,0
3099,0,1,0,0,1,0
3100,0,1,0,0,0,1
3103,0,1,0,0,0,1
3104,0,1,0,0,1,0
3105,0,1,0,0,0,1
3106,0,1,0,0,1,0
3108,0,1,0,0,0,1
3110,0,1,0,0,1,0
3114,1,0,0,0,1,0
3117,1,0,0,0,1,0
3119,0,1,1,0,0,0
3120,0,1,0,0,1,0
3127,0,1,0,0,0,1
3132,1,0,0,0,1,0
3133,1,0,0,0,0,1
3134,1,0,0,1,0,0
3137,1,0,0,0,1,0
3138,0,1,1,0,0,0
3140,0,1,0,1,0,0
3142,0,1,0,0,1,0
3143,1,0,0,0,1,0
3145,1,0,0,0,0,1
3147,0,1,0,0,1,0
3148,1,0,0,0,0,1
3152,0,1,0,0,1,0
3153,0,1,0,0,1,0
3157,1,0,0,0,1,0
3160,1,0,0,1,0,0
3161,0,1,0,0,1,0
3162,1,0,0,0,1,0
3166,0,1,0,0,0,1
3168,0,1,0,0,1,0
3170,0,1,0,1,0,0
3174,1,0,0,1,0,0
3181,0,1,0,0,0,1
3182,0,1,0,0,1,0
3184,1,0,0,0,0,1
3188,0,1,0,0,1,0
3189,0,1,0,0,1,0
3191,0,1,0,0,0,1
3200,1,0,0,0,1,0
3202,0,1,0,0,1,0
3206,0,1,0,0,0,1
3214,0,1,0,1,0,0
3215,1,0,0,0,1,0
3222,0,1,0,0,1,0
3233,1,0,0,0,1,0
3237,0,1,0,1,0,0
3239,0,1,0,1,0,0
3245,0,1,0,1,0,0
3247,0,1,0,0,1,0
3248,0,1,0,0,0,1
3249,0,1,0,1,0,0
3252,1,0,0,0,1,0
3256,1,0,0,0,1,0
3257,0,1,0,0,1,0
3259,0,1,0,1,0,0
3260,0,1,0,0,1,0
3265,0,1,1,0,0,0
3267,0,1,0,0,1,0
3271,0,1,0,0,1,0
3273,0,1,0,0,0,1
3275,0,1,0,0,0,1
3278,0,1,0,0,0,1
3279,0,1,0,0,1,0
3280,0,1,0,0,0,1
3282,0,1,0,1,0,0
3283,0,1,0,0,0,1
3284,0,1,0,0,1,0
3285,1,0,0,0,0,1
3287,0,1,0,1,0,0
3291,0,1,0,0,0,1
3292,0,1,0,0,0,1
3294,1,0,0,0,0,1
3297,0,1,0,0,0,1
3298,0,1,0,0,0,1
3299,0,1,0,0,1,0
3300,0,1,0,0,1,0
3302,0,1,0,0,0,1
3304,1,0,0,0,1,0
3305,0,1,0,0,0,1
3307,1,0,0,0,1,0
3309,0,1,0,0,1,0
3311,1,0,0,0,0,1
3313,0,1,0,0,0,1
3315,0,1,0,0,1,0
3317,0,1,0,1,0,0
3321,0,1,0,0,0,1
3322,0,1,0,0,1,0
3326,0,1,0,0,0,1
3327,1,0,0,0,1,0
3328,0,1,0,0,0,1
3330,1,0,0,0,0,1
3331,1,0,0,0,1,0
3332,1,0,0,0,0,1
3333,1,0,0,0,0,1
3336,1,0,0,0,1,0
3337,0,1,0,0,1,0
3339,0,1,0,0,1,0
3347,0,1,0,0,1,0
3348,0,1,0,0,1,0
3349,0,1,0,0,1,0
3354,0,1,0,0,0,1
3355,0,1,0,0,1,0
3360,1,0,0,0,0,1
3361,0,1,0,0,1,0
3362,0,1,0,0,0,1
3363,0,1,0,0,0,1
3364,1,0,0,0,1,0
3366,1,0,0,0,0,1
3368,1,0,0,0,1,0
3369,0,1,0,0,0,1
3373,0,1,0,0,1,0
3375,0,1,0,0,1,0
3376,1,0,0,0,1,0
3377,1,0,0,0,0,1
3378,0,1,0,0,1,0
3380,0,1,0,0,1,0
3382,1,0,0,0,0,1
3384,1,0,0,0,1,0
3388,1,0,0,1,0,0
3391,1,0,0,0,1,0
3392,0,1,0,0,1,0
3393,0,1,0,0,1,0
3394,0,1,0,0,0,1
3398,0,1,0,0,0,1
3399,1,0,0,0,0,1
3400,0,1,0,0,0,1
3401,1,0,0,0,1,0
3404,0,1,0,0,1,0
3406,0,1,0,1,0,0
3407,0,1,0,0,1,0
3410,1,0,0,0,1,0
3412,0,1,0,0,1,0
3418,0,1,0,0,1,0
3419,0,1,0,0,0,1
3420,0,1,0,0,0,1
3421,0,1,0,0,0,1
3423,1,0,0,0,0,1
3424,0,1,0,0,1,0
3428,0,1,0,0,0,1
