"","id","time","c","sex1","sex2","job1","job2","job3","job4"
"80",72,29,65,1,0,0,0,1,0
"81",72,30,13,1,0,0,0,1,0
"82",72,31,51,1,0,0,0,1,0
"83",72,32,259,1,0,0,0,1,0
"84",72,33,179,1,0,0,0,1,0
"85",72,34,103,1,0,0,0,1,0
"86",72,35,26,1,0,0,0,1,0
"87",85,1,199,0,1,0,0,0,1
"88",85,2,2506,0,1,0,0,0,1
"89",85,3,514,0,1,0,0,0,1
"90",97,1,26,0,1,0,0,0,1
"91",113,1,152,0,1,0,0,1,0
"92",113,2,10,0,1,0,0,1,0
"93",113,3,49,0,1,0,0,1,0
"94",113,4,7,0,1,0,0,1,0
"95",113,5,33,0,1,0,0,1,0
"96",113,6,19,0,1,0,0,1,0
"97",146,1,715,0,1,0,0,1,0
"98",146,2,1100,0,1,0,0,1,0
"99",146,3,693,0,1,0,0,1,0
"100",146,4,640,0,1,0,0,1,0
"101",146,5,138,0,1,0,0,1,0
"102",146,6,1018,0,1,0,0,1,0
"103",146,7,1370,0,1,0,0,1,0
"104",146,8,442,0,1,0,0,1,0
"105",146,9,1057,0,1,0,0,1,0
"106",146,10,812,0,1,0,0,1,0
"107",146,11,750,0,1,0,0,1,0
"108",146,12,632,0,1,0,0,1,0
"109",146,13,1194,0,1,0,0,1,0
"110",146,14,172,0,1,0,0,1,0
"111",146,15,94,0,1,0,0,1,0
"112",146,16,765,0,1,0,0,1,0
"113",146,17,722,0,1,0,0,1,0
"114",146,18,755,0,1,0,0,1,0
"115",146,19,722,0,1,0,0,1,0
"116",146,20,870,0,1,0,0,1,0
"117",146,21,435,0,1,0,0,1,0
"118",146,22,710,0,1,0,0,1,0
"119",146,23,708,0,1,0,0,1,0
"120",146,24,971,0,1,0,0,1,0
"121",146,25,401,0,1,0,0,1,0
"122",146,26,495,0,1,0,0,1,0
"123",146,27,1084,0,1,0,0,1,0
"124",146,28,388,0,1,0,0,1,0
"125",146,29,419,0,1,0,0,1,0
"126",146,30,534,0,1,0,0,1,0
"127",146,31,308,0,1,0,0,1,0
"128",146,32,522,0,1,0,0,1,0
"129",146,33,295,0,1,0,0,1,0
"130",146,34,234,0,1,0,0,1,0
"131",146,35,858,0,1,0,0,1,0
"132",146,36,89,0,1,0,0,1,0
"133",146,37,616,0,1,0,0,1,0
"134",146,38,358,0,1,0,0,1,0
"135",146,39,319,0,1,0,0,1,0
"136",146,40,138,0,1,0,0,1,0
"137",146,41,289,0,1,0,0,1,0
"138",146,42,1113,0,1,0,0,1,0
"139",146,43,282,0,1,0,0,1,0
"140",146,44,171,0,1,0,0,1,0
"141",146,45,558,0,1,0,0,1,0
"142",146,46,267,0,1,0,0,1,0
"143",146,47,271,0,1,0,0,1,0
"144",146,48,225,0,1,0,0,1,0
"145",146,49,780,0,1,0,0,1,0
"146",146,50,122,0,1,0,0,1,0
"147",146,51,1143,0,1,0,0,1,0
"148",146,52,435,0,1,0,0,1,0
"149",146,53,573,0,1,0,0,1,0
"150",146,54,69,0,1,0,0,1,0
"151",146,55,485,0,1,0,0,1,0
"152",146,56,319,0,1,0,0,1,0
"153",146,57,484,0,1,0,0,1,0
"154",146,58,232,0,1,0,0,1,0
"155",146,59,506,0,1,0,0,1,0
"156",146,60,273,0,1,0,0,1,0
"157",146,61,355,0,1,0,0,1,0
"158",146,62,982,0,1,0,0,1,0
"159",146,63,683,0,1,0,0,1,0
"160",146,64,192,0,1,0,0,1,0
"161",146,65,192,0,1,0,0,1,0
"162",146,66,372,0,1,0,0,1,0
"163",146,67,229,0,1,0,0,1,0
"164",146,68,57,0,1,0,0,1,0
"165",146,69,613,0,1,0,0,1,0
"166",146,70,795,0,1,0,0,1,0
"167",146,71,1021,0,1,0,0,1,0
"168",146,72,735,0,1,0,0,1,0
"169",146,73,802,0,1,0,0,1,0
"170",146,74,341,0,1,0,0,1,0
"171",146,75,247,0,1,0,0,1,0
"172",146,76,475,0,1,0,0,1,0
"173",146,77,108,0,1,0,0,1,0
"174",146,78,19,0,1,0,0,1,0
"175",146,79,381,0,1,0,0,1,0
"176",146,80,1009,0,1,0,0,1,0
"177",146,81,125,0,1,0,0,1,0
"178",146,82,415,0,1,0,0,1,0
"179",146,83,157,0,1,0,0,1,0
"180",146,84,182,0,1,0,0,1,0
"181",146,85,637,0,1,0,0,1,0
"182",146,86,124,0,1,0,0,1,0
"183",146,87,406,0,1,0,0,1,0
"184",146,88,446,0,1,0,0,1,0
"185",146,89,262,0,1,0,0,1,0
"186",146,90,571,0,1,0,0,1,0
"187",146,91,499,0,1,0,0,1,0
"188",146,92,586,0,1,0,0,1,0
"189",146,93,195,0,1,0,0,1,0
"190",146,94,902,0,1,0,0,1,0
"191",146,95,267,0,1,0,0,1,0
"192",146,96,265,0,1,0,0,1,0
"193",146,97,363,0,1,0,0,1,0
"194",146,98,320,0,1,0,0,1,0
"195",146,99,213,0,1,0,0,1,0
"196",146,100,193,0,1,0,0,1,0
"197",146,101,96,0,1,0,0,1,0
"198",146,102,87,0,1,0,0,1,0
"199",146,103,360,0,1,0,0,1,0
"200",146,104,452,0,1,0,0,1,0
"201",146,105,217,0,1,0,0,1,0
"202",146,106,213,0,1,0,0,1,0
"203",146,107,574,0,1,0,0,1,0
"204",146,108,341,0,1,0,0,1,0
"205",146,109,237,0,1,0,0,1,0
"206",146,110,289,0,1,0,0,1,0
"207",146,111,307,0,1,0,0,1,0
"208",146,112,88,0,1,0,0,1,0
"209",146,113,24,0,1,0,0,1,0
"210",146,114,421,0,1,0,0,1,0
"211",171,1,13,0,1,0,1,0,0
"212",171,2,382,0,1,0,1,0,0
"213",171,3,217,0,1,0,1,0,0
"214",171,4,132,0,1,0,1,0,0
"215",171,5,1435,0,1,0,1,0,0
"216",171,6,399,0,1,0,1,0,0
"217",171,7,9,0,1,0,1,0,0
"218",171,8,66,0,1,0,1,0,0
"219",171,9,54,0,1,0,1,0,0
"220",171,10,93,0,1,0,1,0,0
"221",171,11,15,0,1,0,1,0,0
"222",171,12,130,0,1,0,1,0,0
"223",171,13,435,0,1,0,1,0,0
"224",171,14,283,0,1,0,1,0,0
"225",171,15,28,0,1,0,1,0,0
"226",171,16,6,0,1,0,1,0,0
"227",171,17,12,0,1,0,1,0,0
"228",171,18,9,0,1,0,1,0,0
"229",171,19,12,0,1,0,1,0,0
"230",178,1,690,0,1,0,1,0,0
"231",178,2,21,0,1,0,1,0,0
"232",178,3,6,0,1,0,1,0,0
"233",178,4,33,0,1,0,1,0,0
"234",178,5,18,0,1,0,1,0,0
"235",178,6,18,0,1,0,1,0,0
"236",178,7,19,0,1,0,1,0,0
"237",178,8,545,0,1,0,1,0,0
"238",178,9,30,0,1,0,1,0,0
"239",178,10,40,0,1,0,1,0,0
"240",178,11,9,0,1,0,1,0,0
"241",178,12,6,0,1,0,1,0,0
"242",178,13,283,0,1,0,1,0,0
"243",178,14,6,0,1,0,1,0,0
"244",178,15,30,0,1,0,1,0,0
"245",178,16,9,0,1,0,1,0,0
"246",178,17,34,0,1,0,1,0,0
"247",178,18,18,0,1,0,1,0,0
"248",178,19,18,0,1,0,1,0,0
"249",178,20,3,0,1,0,1,0,0
"250",178,21,12,0,1,0,1,0,0
"251",178,22,25,0,1,0,1,0,0
"252",178,23,6,0,1,0,1,0,0
"253",178,24,6,0,1,0,1,0,0
"254",178,25,148,0,1,0,1,0,0
"255",178,26,57,0,1,0,1,0,0
"256",178,27,9,0,1,0,1,0,0
"257",178,28,39,0,1,0,1,0,0
"258",178,29,27,0,1,0,1,0,0
"259",178,30,99,0,1,0,1,0,0
"260",178,31,9,0,1,0,1,0,0
"261",178,32,18,0,1,0,1,0,0
"262",178,33,78,0,1,0,1,0,0
"263",178,34,9,0,1,0,1,0,0
"264",178,35,524,0,1,0,1,0,0
"265",178,36,10,0,1,0,1,0,0
"266",178,37,27,0,1,0,1,0,0
"267",178,38,12,0,1,0,1,0,0
"268",178,39,24,0,1,0,1,0,0
"269",178,40,9,0,1,0,1,0,0
"270",178,41,24,0,1,0,1,0,0
"271",178,42,6,0,1,0,1,0,0
"272",178,43,123,0,1,0,1,0,0
"273",178,44,6,0,1,0,1,0,0
"274",178,45,37,0,1,0,1,0,0
"275",178,46,9,0,1,0,1,0,0
"276",178,47,37,0,1,0,1,0,0
"277",178,48,9,0,1,0,1,0,0
"278",184,1,10,0,1,0,0,1,0
"279",184,2,346,0,1,0,0,1,0
"280",184,3,38,0,1,0,0,1,0
"281",184,4,49,0,1,0,0,1,0
"282",184,5,7,0,1,0,0,1,0
"283",184,6,7,0,1,0,0,1,0
"284",184,7,25,0,1,0,0,1,0
"285",184,8,4,0,1,0,0,1,0
"286",184,9,18,0,1,0,0,1,0
"287",184,10,61,0,1,0,0,1,0
"288",184,11,133,0,1,0,0,1,0
"289",184,12,251,0,1,0,0,1,0
"290",184,13,35,0,1,0,0,1,0
"291",184,14,109,0,1,0,0,1,0
"292",184,15,13,0,1,0,0,1,0
"293",184,16,70,0,1,0,0,1,0
"294",184,17,87,0,1,0,0,1,0
"295",184,18,44,0,1,0,0,1,0
"296",184,19,182,0,1,0,0,1,0
"297",184,20,14,0,1,0,0,1,0
"298",184,21,21,0,1,0,0,1,0
"299",184,22,47,0,1,0,0,1,0
"300",184,23,24,0,1,0,0,1,0
"301",184,24,25,0,1,0,0,1,0
"302",184,25,7,0,1,0,0,1,0
"303",184,26,41,0,1,0,0,1,0
"304",184,27,80,0,1,0,0,1,0
"305",184,28,298,0,1,0,0,1,0
"306",184,29,28,0,1,0,0,1,0
"307",184,30,183,0,1,0,0,1,0
"308",184,31,15,0,1,0,0,1,0
"309",184,32,3,0,1,0,0,1,0
"310",184,33,17,0,1,0,0,1,0
"311",184,34,22,0,1,0,0,1,0
"312",184,35,4,0,1,0,0,1,0
"313",184,36,29,0,1,0,0,1,0
"314",184,37,49,0,1,0,0,1,0
"315",184,38,10,0,1,0,0,1,0
"316",184,39,19,0,1,0,0,1,0
"317",184,40,246,0,1,0,0,1,0
"318",184,41,10,0,1,0,0,1,0
"319",184,42,50,0,1,0,0,1,0
"320",184,43,38,0,1,0,0,1,0
"321",184,44,257,0,1,0,0,1,0
"322",184,45,19,0,1,0,0,1,0
"323",184,46,49,0,1,0,0,1,0
"324",184,47,115,0,1,0,0,1,0
"325",184,48,96,0,1,0,0,1,0
"326",184,49,71,0,1,0,0,1,0
"327",184,50,59,0,1,0,0,1,0
"328",184,51,39,0,1,0,0,1,0
"329",184,52,30,0,1,0,0,1,0
"330",184,53,176,0,1,0,0,1,0
"331",184,54,172,0,1,0,0,1,0
"332",184,55,20,0,1,0,0,1,0
"333",184,56,92,0,1,0,0,1,0
"334",184,57,230,0,1,0,0,1,0
"335",184,58,19,0,1,0,0,1,0
"336",184,59,80,0,1,0,0,1,0
"337",184,60,314,0,1,0,0,1,0
"338",184,61,178,0,1,0,0,1,0
"339",184,62,98,0,1,0,0,1,0
"340",184,63,359,0,1,0,0,1,0
"341",184,64,417,0,1,0,0,1,0
"342",184,65,554,0,1,0,0,1,0
"343",184,66,130,0,1,0,0,1,0
"344",184,67,18,0,1,0,0,1,0
"345",191,1,96,0,1,0,0,0,1
"346",191,2,220,0,1,0,0,0,1
"347",191,3,93,0,1,0,0,0,1
"348",191,4,3,0,1,0,0,0,1
"349",191,5,9,0,1,0,0,0,1
"350",191,6,42,0,1,0,0,0,1
"351",194,1,1192,0,1,0,1,0,0
"352",194,2,420,0,1,0,1,0,0
"353",194,3,684,0,1,0,1,0,0
"354",194,4,318,0,1,0,1,0,0
"355",194,5,473,0,1,0,1,0,0
"356",194,6,124,0,1,0,1,0,0
"357",194,7,639,0,1,0,1,0,0
"358",194,8,163,0,1,0,1,0,0
"359",194,9,522,0,1,0,1,0,0
"360",194,10,265,0,1,0,1,0,0
"361",194,11,457,0,1,0,1,0,0
"362",194,12,156,0,1,0,1,0,0
"363",194,13,1643,0,1,0,1,0,0
"364",194,14,551,0,1,0,1,0,0
"365",194,15,1014,0,1,0,1,0,0
"366",194,16,19,0,1,0,1,0,0
"367",194,17,695,0,1,0,1,0,0
"368",194,18,793,0,1,0,1,0,0
"369",194,19,745,0,1,0,1,0,0
"370",194,20,370,0,1,0,1,0,0
"371",194,21,1473,0,1,0,1,0,0
"372",194,22,456,0,1,0,1,0,0
"373",194,23,1744,0,1,0,1,0,0
"374",194,24,371,0,1,0,1,0,0
"375",194,25,1278,0,1,0,1,0,0
"376",194,26,607,0,1,0,1,0,0
"377",194,27,923,0,1,0,1,0,0
"378",194,28,149,0,1,0,1,0,0
"379",194,29,1817,0,1,0,1,0,0
"380",194,30,1261,0,1,0,1,0,0
"381",194,31,480,0,1,0,1,0,0
"382",194,32,575,0,1,0,1,0,0
"383",194,33,1128,0,1,0,1,0,0
"384",194,34,129,0,1,0,1,0,0
"385",194,35,1176,0,1,0,1,0,0
"386",194,36,472,0,1,0,1,0,0
"387",194,37,18065,0,1,0,1,0,0
"388",194,38,343,0,1,0,1,0,0
"389",194,39,1225,0,1,0,1,0,0
"390",194,40,204,0,1,0,1,0,0
"391",194,41,2324,0,1,0,1,0,0
"392",194,42,1238,0,1,0,1,0,0
"393",194,43,370,0,1,0,1,0,0
"394",194,44,292,0,1,0,1,0,0
"395",194,45,1096,0,1,0,1,0,0
"396",194,46,950,0,1,0,1,0,0
"397",194,47,1426,0,1,0,1,0,0
"398",194,48,153,0,1,0,1,0,0
"399",194,49,705,0,1,0,1,0,0
"400",194,50,321,0,1,0,1,0,0
"401",194,51,363,0,1,0,1,0,0
"402",194,52,326,0,1,0,1,0,0
"403",194,53,303,0,1,0,1,0,0
"404",194,54,482,0,1,0,1,0,0
"405",194,55,607,0,1,0,1,0,0
"406",194,56,606,0,1,0,1,0,0
"407",194,57,478,0,1,0,1,0,0
"408",194,58,19,0,1,0,1,0,0
"409",194,59,532,0,1,0,1,0,0
"410",194,60,290,0,1,0,1,0,0
"411",194,61,4705,0,1,0,1,0,0
"412",194,62,75,0,1,0,1,0,0
"413",194,63,339,0,1,0,1,0,0
"414",194,64,293,0,1,0,1,0,0
"415",194,65,672,0,1,0,1,0,0
"416",194,66,855,0,1,0,1,0,0
"417",194,67,557,0,1,0,1,0,0
"418",194,68,465,0,1,0,1,0,0
"419",194,69,1839,0,1,0,1,0,0
"420",194,70,361,0,1,0,1,0,0
"421",194,71,871,0,1,0,1,0,0
"422",194,72,118,0,1,0,1,0,0
"423",194,73,470,0,1,0,1,0,0
"424",194,74,101,0,1,0,1,0,0
"425",194,75,489,0,1,0,1,0,0
"426",194,76,1850,0,1,0,1,0,0
"427",194,77,387,0,1,0,1,0,0
"428",194,78,600,0,1,0,1,0,0
"429",194,79,781,0,1,0,1,0,0
"430",194,80,100,0,1,0,1,0,0
"431",194,81,382,0,1,0,1,0,0
"432",194,82,910,0,1,0,1,0,0
"433",194,83,473,0,1,0,1,0,0
"434",194,84,784,0,1,0,1,0,0
"435",194,85,1162,0,1,0,1,0,0
"436",194,86,1058,0,1,0,1,0,0
"437",194,87,1257,0,1,0,1,0,0
"438",194,88,709,0,1,0,1,0,0
"439",194,89,463,0,1,0,1,0,0
"440",194,90,723,0,1,0,1,0,0
"441",194,91,1420,0,1,0,1,0,0
"442",194,92,1052,0,1,0,1,0,0
"443",194,93,599,0,1,0,1,0,0
"444",194,94,581,0,1,0,1,0,0
"445",194,95,210,0,1,0,1,0,0
"446",194,96,267,0,1,0,1,0,0
"447",194,97,2291,0,1,0,1,0,0
"448",194,98,250,0,1,0,1,0,0
"449",194,99,88,0,1,0,1,0,0
"450",194,100,255,0,1,0,1,0,0
"451",194,101,724,0,1,0,1,0,0
"452",194,102,613,0,1,0,1,0,0
"453",194,103,549,0,1,0,1,0,0
"454",194,104,1776,0,1,0,1,0,0
"455",201,1,98,0,1,0,0,0,1
"456",201,2,1181,0,1,0,0,0,1
"457",201,3,998,0,1,0,0,0,1
"458",201,4,936,0,1,0,0,0,1
"459",201,5,314,0,1,0,0,0,1
"460",201,6,1080,0,1,0,0,0,1
"461",201,7,1584,0,1,0,0,0,1
"462",201,8,574,0,1,0,0,0,1
"463",201,9,2102,0,1,0,0,0,1
"464",201,10,809,0,1,0,0,0,1
"465",201,11,449,0,1,0,0,0,1
"466",201,12,1716,0,1,0,0,0,1
"467",201,13,249,0,1,0,0,0,1
"468",201,14,790,0,1,0,0,0,1
"469",201,15,592,0,1,0,0,0,1
"470",201,16,1406,0,1,0,0,0,1
"471",201,17,1141,0,1,0,0,0,1
"472",201,18,376,0,1,0,0,0,1
"473",201,19,572,0,1,0,0,0,1
"474",201,20,1477,0,1,0,0,0,1
"475",201,21,296,0,1,0,0,0,1
"476",201,22,618,0,1,0,0,0,1
"477",201,23,37,0,1,0,0,0,1
"478",201,24,856,0,1,0,0,0,1
"479",201,25,896,0,1,0,0,0,1
"480",201,26,763,0,1,0,0,0,1
"481",201,27,346,0,1,0,0,0,1
"482",201,28,66,0,1,0,0,0,1
"483",201,29,1507,0,1,0,0,0,1
"484",201,30,409,0,1,0,0,0,1
"485",201,31,566,0,1,0,0,0,1
"486",201,32,115,0,1,0,0,0,1
"487",201,33,9,0,1,0,0,0,1
"488",201,34,60,0,1,0,0,0,1
"489",201,35,986,0,1,0,0,0,1
"490",201,36,291,0,1,0,0,0,1
"491",201,37,939,0,1,0,0,0,1
"492",201,38,898,0,1,0,0,0,1
"493",201,39,912,0,1,0,0,0,1
"494",201,40,1549,0,1,0,0,0,1
"495",201,41,691,0,1,0,0,0,1
"496",201,42,893,0,1,0,0,0,1
"497",201,43,3233,0,1,0,0,0,1
"498",201,44,1384,0,1,0,0,0,1
"499",201,45,3458,0,1,0,0,0,1
"500",201,46,915,0,1,0,0,0,1
"501",201,47,1326,0,1,0,0,0,1
"502",201,48,653,0,1,0,0,0,1
"503",201,49,3609,0,1,0,0,0,1
"504",201,50,4250,0,1,0,0,0,1
"505",201,51,1785,0,1,0,0,0,1
"506",201,52,1497,0,1,0,0,0,1
"507",201,53,1658,0,1,0,0,0,1
"508",201,54,2793,0,1,0,0,0,1
"509",201,55,1277,0,1,0,0,0,1
"510",201,56,1152,0,1,0,0,0,1
"511",201,57,1784,0,1,0,0,0,1
"512",201,58,3011,0,1,0,0,0,1
"513",201,59,1370,0,1,0,0,0,1
"514",201,60,1709,0,1,0,0,0,1
"515",201,61,610,0,1,0,0,0,1
"516",201,62,1677,0,1,0,0,0,1
"517",201,63,2031,0,1,0,0,0,1
"518",201,64,2297,0,1,0,0,0,1
"519",201,65,5579,0,1,0,0,0,1
"520",201,66,2862,0,1,0,0,0,1
"521",201,67,2338,0,1,0,0,0,1
"522",201,68,2192,0,1,0,0,0,1
"523",201,69,286,0,1,0,0,0,1
"524",201,70,2524,0,1,0,0,0,1
"525",201,71,619,0,1,0,0,0,1
"526",201,72,4088,0,1,0,0,0,1
"527",201,73,2662,0,1,0,0,0,1
"528",201,74,993,0,1,0,0,0,1
"529",201,75,2463,0,1,0,0,0,1
"530",201,76,1584,0,1,0,0,0,1
"531",201,77,2360,0,1,0,0,0,1
"532",201,78,641,0,1,0,0,0,1
"533",201,79,774,0,1,0,0,0,1
"534",201,80,36,0,1,0,0,0,1
"535",201,81,1007,0,1,0,0,0,1
"536",201,82,1319,0,1,0,0,0,1
"537",201,83,1176,0,1,0,0,0,1
"538",201,84,985,0,1,0,0,0,1
"539",201,85,1921,0,1,0,0,0,1
"540",201,86,2159,0,1,0,0,0,1
"541",201,87,1740,0,1,0,0,0,1
"542",201,88,1071,0,1,0,0,0,1
"543",201,89,1418,0,1,0,0,0,1
"544",201,90,942,0,1,0,0,0,1
"545",201,91,1272,0,1,0,0,0,1
"546",201,92,910,0,1,0,0,0,1
"547",201,93,3282,0,1,0,0,0,1
"548",201,94,469,0,1,0,0,0,1
"549",201,95,2005,0,1,0,0,0,1
"550",201,96,757,0,1,0,0,0,1
"551",201,97,906,0,1,0,0,0,1
"552",201,98,1612,0,1,0,0,0,1
"553",201,99,1113,0,1,0,0,0,1
"554",201,100,1678,0,1,0,0,0,1
"555",201,101,1981,0,1,0,0,0,1
"556",201,102,1323,0,1,0,0,0,1
"557",201,103,2610,0,1,0,0,0,1
"558",201,104,1828,0,1,0,0,0,1
"559",201,105,2033,0,1,0,0,0,1
"560",201,106,1057,0,1,0,0,0,1
"561",201,107,2285,0,1,0,0,0,1
"562",201,108,1877,0,1,0,0,0,1
"563",201,109,1043,0,1,0,0,0,1
"564",201,110,2139,0,1,0,0,0,1
"565",201,111,709,0,1,0,0,0,1
"566",201,112,626,0,1,0,0,0,1
"567",201,113,486,0,1,0,0,0,1
"568",201,114,1169,0,1,0,0,0,1
"569",201,115,1311,0,1,0,0,0,1
"570",201,116,2618,0,1,0,0,0,1
"571",201,117,1163,0,1,0,0,0,1
"572",201,118,1941,0,1,0,0,0,1
"573",201,119,2052,0,1,0,0,0,1
"574",201,120,2385,0,1,0,0,0,1
"575",201,121,1086,0,1,0,0,0,1
"576",201,122,2935,0,1,0,0,0,1
"577",209,1,20,0,1,0,0,1,0
"578",209,2,24,0,1,0,0,1,0
"579",209,3,60,0,1,0,0,1,0
"580",209,4,63,0,1,0,0,1,0
"581",209,5,1165,0,1,0,0,1,0
"582",209,6,17,0,1,0,0,1,0
"583",209,7,354,0,1,0,0,1,0
"584",209,8,279,0,1,0,0,1,0
"585",209,9,21,0,1,0,0,1,0
"586",209,10,367,0,1,0,0,1,0
"587",214,1,269,0,1,0,0,0,1
"588",214,2,127,0,1,0,0,0,1
"589",214,3,9,0,1,0,0,0,1
"590",214,4,366,0,1,0,0,0,1
"591",214,5,1156,0,1,0,0,0,1
"592",214,6,219,0,1,0,0,0,1
"593",214,7,683,0,1,0,0,0,1
"594",214,8,640,0,1,0,0,0,1
"595",214,9,308,0,1,0,0,0,1
"596",214,10,302,0,1,0,0,0,1
"597",214,11,767,0,1,0,0,0,1
"598",214,12,460,0,1,0,0,0,1
"599",214,13,498,0,1,0,0,0,1
"600",214,14,959,0,1,0,0,0,1
"601",214,15,38,0,1,0,0,0,1
"602",214,16,508,0,1,0,0,0,1
"603",214,17,1013,0,1,0,0,0,1
"604",214,18,237,0,1,0,0,0,1
"605",214,19,13,0,1,0,0,0,1
"606",214,20,173,0,1,0,0,0,1
"607",214,21,843,0,1,0,0,0,1
"608",214,22,388,0,1,0,0,0,1
"609",214,23,100,0,1,0,0,0,1
"610",214,24,25,0,1,0,0,0,1
"611",214,25,733,0,1,0,0,0,1
"612",214,26,109,0,1,0,0,0,1
"613",214,27,221,0,1,0,0,0,1
"614",214,28,325,0,1,0,0,0,1
"615",214,29,210,0,1,0,0,0,1
"616",214,30,19,0,1,0,0,0,1
"617",214,31,32,0,1,0,0,0,1
"618",214,32,199,0,1,0,0,0,1
"619",214,33,3,0,1,0,0,0,1
"620",214,34,148,0,1,0,0,0,1
"621",214,35,136,0,1,0,0,0,1
"622",214,36,97,0,1,0,0,0,1
"623",214,37,403,0,1,0,0,0,1
"624",214,38,411,0,1,0,0,0,1
"625",214,39,127,0,1,0,0,0,1
"626",214,40,34,0,1,0,0,0,1
"627",214,41,1211,0,1,0,0,0,1
"628",214,42,892,0,1,0,0,0,1
"629",214,43,1350,0,1,0,0,0,1
"630",214,44,242,0,1,0,0,0,1
"631",214,45,31,0,1,0,0,0,1
"632",214,46,198,0,1,0,0,0,1
"633",214,47,1398,0,1,0,0,0,1
"634",214,48,571,0,1,0,0,0,1
"635",214,49,522,0,1,0,0,0,1
"636",214,50,536,0,1,0,0,0,1
"637",214,51,36,0,1,0,0,0,1
"638",214,52,275,0,1,0,0,0,1
"639",214,53,332,0,1,0,0,0,1
"640",214,54,58,0,1,0,0,0,1
"641",214,55,349,0,1,0,0,0,1
"642",214,56,83,0,1,0,0,0,1
"643",214,57,43,0,1,0,0,0,1
"644",214,58,289,0,1,0,0,0,1
"645",214,59,109,0,1,0,0,0,1
"646",214,60,245,0,1,0,0,0,1
"647",214,61,56,0,1,0,0,0,1
"648",214,62,389,0,1,0,0,0,1
"649",214,63,233,0,1,0,0,0,1
"650",214,64,455,0,1,0,0,0,1
"651",214,65,415,0,1,0,0,0,1
"652",214,66,71,0,1,0,0,0,1
"653",214,67,698,0,1,0,0,0,1
"654",214,68,2763,0,1,0,0,0,1
"655",214,69,179,0,1,0,0,0,1
"656",214,70,193,0,1,0,0,0,1
"657",214,71,586,0,1,0,0,0,1
"658",214,72,79,0,1,0,0,0,1
